User ,Agent,Intent,Slot,User Sentiment
What is its price?,It costs 490 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
218,218,218,218,218
"I need to buy a phone, am i at right place?","Yes, We will asssist you in buying phone. Can you please tell what kind of phone you are looking?",Phn_SelReq,null,Neu
I want a good phone for superb selfie and high battery capacity. Secondary camera quality should be good. I click lots of pics,"Ok, we have excellent phone meeting your requirements. Do have any other requirement also?",Slt_info,"S_Camera-good,Battery-Good",Neu
That's it,You can buy U Ultra by HTC which has 16 MP secondary camera,Confirm,null,Neu
what is its primary camera ?,It is 13 MP.,Query_Slot,null,Neu
13 MP seems less. Show me a phone with atleast 16 MP primary camera,It's Quality is very good and clear.,Slt_Info,P_Camera-16+,Neg
Show me a phone with 16 MP or so ?,Then you should try Desire 10 Pro by HTC,Feedback,null,Neg
what is its both camera ?,It's back camera is 20 MP & front camera is 13 MP,Query_Slt,null,Neu
Ok can you book it for me?,"Yeah , Booking done, Thanks for buying with us",Booking_Req,null,Neu
Thanks for assistance.,"Welcome , Please visit again.",Gratitude,null,Pos
219,219,219,219,219
I want greatest mobile phone,"Good Evening, we have many variety. Any specific model you are looking for?",Phn_SelReq,null,Neu
I want to buy a LeEco phone.,what is your budget? Do you have any other requirements?,Slt_Info,Brand-LeEco,Neu
It should be under 350 Euro,Le Pro 3 AI Edition by LeEco will fit your budget. It is 280 Euro,Slt_Info,Cost-350-,Neu
What is its storage,It is 4 GB RAM and 32 GB internal RAM,Query_Slot,null,Neu
oh that is quite less. Show me a phone with more space,This phone has memory card slot. It will increase your storage,Feedback,null,Neg
"okay, I want at least 64 GB internal RAM and OS should be Android",Le Max by LeEco is a good phone,Slt_Info,"Internal_RAM-64,OS-And",Neg
What is its price?,It is 350 Euro.,Query_Slot,null,Neu
I will take it,"nice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your help,My pleasure.,Gratitude,null,Pos
220,220,220,220,220
"Hey, I need phone info.","Yes, Please tell your specifications",Phn_Info,null,Neu
Phone should have big display size,Is the all requirement ?,Slt_Info,Display_Size-Big,Neu
"And Yes, preferable color should be White",G6 by LG is in Mystic white with internal RAM memory of 32 GB,Slt_Info,Color-White,Neu
What is its battery capacity,It has battery capacity of 3300 mAH,Query_Slot,null,Neu
but I need 4000mAH minimum,This phone's review is very good battery wise,Slt_Info,Battery-4000+,Neg
Okay then I will buy it.,Okay I am booking it for you.,Booking_Req,null,Neu
"OK,Thanks for information.",You are most welcome,Gratitude,null,Pos
221,221,221,221,221
"Good Evening, I am in urgent need of a phone.","Good evening, any specific model are you looking for?",Phn_SelReq,null,Neu
I don't know much about it. You suggest me a latest phone,E2 by Meizu is a very good phone. It's very much in demand these days.,Slt_Info,Released_Yr-Latest,Neu
What is its memory?,It is 16 GB internal RAM.,Query_Slot,null,Neu
What is its price?,It is 210 Euro,Query_Slot,null,Neu
oh that's a bit on expensive side.My budget is less around 300 Euro. Can you suggest in less price?,With great price comes many features.You will not regret a penny for this phone.,Slt_Info,Cost-300-,Neg
But my budget is limited.,M5c by Meizu is a very good phone. At less price company has tried to incorporate many features. Its price is 140 Euro,Feedback,null,Neg
What is its color?,Its color is also unique. It is black,Query_Slot,null,Neu
"Lovely, I will buy it.","Great choice, I am booking it for you.",Booking_Req,null,Neu
Thanks a ton,My pleasure.,Gratitude,null,Pos
222,222,222,222,222
"Hello, I want a good phone.","Good morning, what type of phone you want?",Phn_SelReq,null,Neu
I want to buy a Motorola phone.,"Sure, Moto E4 Plus by Motorola is getting very good response.",Slt_Info,Brand-Motorola,Neu
What is its price?,It is 190 Euro.,Query_Slot,null,Neu
"Sorry I can't buy this , It is very costly. Do you have phone under 160 Euro?",Price of this phone has decreased because of it many customers are buying it.Earlier it was costlier,Slt_Info,Cost-160-,Neg
But I can't go beyond 160 Euro,Moto E4 by Motorola is 150 Euro.,Feedback,null,Neg
What is its color?,It is Iron Grey color,Query_Slot,null,Neu
What is its internal RAM,It is 16 GB.,Query_Slot,null,Neu
I will take it .,I am booking it for you.,Booking_Req,null,Neu
Thanks a lot.,My pleasure,Gratitude,null,Pos
223,223,223,223,223
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Released year should be 2017 and it should be in gold color,see this phone Eluga i3 Mega by Panasonic,Slt_Info,"Released_Yr-2017,Color-Gold",Neu
How much storage does it offer?,It has 3 GB RAM and 16 GB internal RAM,Query_Slot,null,Neu
"oh,it seems less to me.Can you suggest a phone with 64GB internal RAM",16 GB itself is an impressive amount of RAM. 64 won't be of much use,Slt_Info,Internal_RAM-64,Neg
How much is it for?,It’s for 115 Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed.,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
224,224,224,224,224
"hi, i am in need of a new phone","hello, what kind of phone you want?",Phn_SelReq,null,Neu
I want gps operated phone with more 15 MP secondary camera,"Sure, Galaxy C7 Pro by Samsung is a good phone. It has 16 MP.",Slt_Info,"GPS-Y,S_Camera-15+",Neu
What is its Display_Size?,It is 386 Pixel,Query_Slot,null,Neu
oh that seems less.Do you have higher display size?,This size is good enough to watch videos and movies,Slt_Info,Display_Size-Big,Neg
what is its battery?,It is 3300 mAH,Query_Slot,null,Neu
What is its color?,It is gold in color.,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed.,Booking_Req,null,Neu
Thanks for help,You are most welcome,Gratitude,null,Pos
225,225,225,225,225
"Hi, I want a phone.","Sure,which brand mobile you want?",Phn_SelReq,null,Neu
I want to buy a Vivo phone,V3Max by Vivo is a good phone to use.,Slt_Info,Brand-Vivo,Neu
What is its camera quality?,It is 13 MP Primary and 8 MP Secondary.,Query_Slot,null,Neu
"But, I want higher quality secondary camera phone more than 12 MP. 8 MP seems very less.",The 8 megapixel rear-facing camera takes good selfie.,Slt_Info,S_Camera-12+,Neg
Still I would go for higher MP phone,"Okay, V5s by Vivo has very good camera quality",Feedback,null,Neg
"Cool, what is its memory?",It is 4 GB RAM and 64 GB internal RAM.,Query_Slot,null,Neu
What is its cost?,Its cost is 280 EURO,Query_Slot,null,Neu
"Cool, I will purchase it.","Great choice, I am booking your order.",Booking_Req,null,Pos
Thanks a lot,My pleasure,Gratitude,null,Pos
226,226,226,226,226
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Camera should be excellent,Model Y67 by Vivo has very good camera.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
How much storage does it offer?,It has 4 GB Internal RAM and 32 GB RAM,Query_Slot,null,Neu
And how about the Camera?,The camera Quality is 13 MP for primary and 16 MP for Secondary,Query_Slot,null,Neu
"Oh, that’s great. How much is the price?",The price is 270 Euro,Query_Slot,null,Neu
What other phones do you have if I want more storage?,4 GB Internal RAM and 32 GB RAM is more than enough to solve your purpose. You won't require much space.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neu
Still 32 GB seems too less as I watch lot of movies after downloading them in my phone so need more space.,You can take V5 Plus by Vivo,Feedback,null,Neg
How much storage does it offer?,It has got the storage of $R$ GB RAM and $IR$ GB internal RAM,Query_Slot,null,Neu
How much is it for?,It’s for 450 Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
227,227,227,227,227
"hi,can you help me in buying a phone ?","Good Morning , what kind of phone do you need?",Phn_SelReq,null,Neu
it should have good secondary camera and display size should be medium,Y67 by Vivo is one of the best phone for camera as well as battery,Slt_Info,"S_Camera-Good,Display_Size-Medium",Neu
how much does it cost ?,it cost 270 Euro,Query_Slot,null,Neu
what is its color ?,The color is gold,Query_Slot,null,Neu
"oh , is it possible in blue?",This model has strong features but available in gold only.,Slt_Info,Color-Blue,Neg
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
228,228,228,228,228
"Hi, can you please help me in selecting a phone?","Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
It should have big display and high memory.,"Ok , Do you have any other requirements ?",Slt_Info,"Displa_Size-Big,RAM-Good,Internal_RAM-Good",Neu
"No, That's all.",You can buy Mi 5s by Xiaomi which has internal RAM of 64 GB and display size of 428 pixel.,Confirm,null,Neu
What about its weight?,It is 145 gms,Query_Slot,null,Neu
oh that's too light. I want heavy weight phone,This phone offers a much more immersive media viewing experience,Slt_Info,Weight_g-Heavy,Neg
How much it cost ?,It is of 310 EURO.,Query_Slot,null,Neu
Ok book it for me.,Successful,Booking_Req,null,Neu
Thank you,It's our pleasure. Most Welcome,Gratitude,null,Pos
229,229,229,229,229
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a blue color dualsim android phone for myself,"Hello, sure Is there any features you want in your phone?",Slt_Info,"Color-Blue,Sim-D,OS-And",Neu
"I have budget constraints, it should be under 500 Euro","No problem, nubia Z17 by ZTE is a good phone in the market meeting all your requirements.",Slt_Info,Cost-500-,Neu
What is its internal RAM storage?,It is 64 GB internal RAM,Query_Slot,null,Neu
"Oh, I want a phone of 128 GB internal RAM",But this phone has expandable memory SD,Slt_Info,Internal_RAM-32,Neg
But still I would opt for higher internal ram,Axon 7s by ZTE has 128 GB internal RAM. But it is available in gold color.,Feedback,null,Neg
What is its price?,It is 700 Euro,Query_Slot,null,Neu
"Perfect, I will buy it.","Sure, I am booking it for you",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
230,230,230,230,230
"Hi, I want to buy a cellphone for my daughter","Hello, Sure , Do you have any specific requirements?",Phn_SelReq,null,Neu
"Yes, It should have good battery and storage.",Idol 4s by Alcatel has very good battery life of 3000 mAH and RAM of 32 GB.,Slt_Info,"Battery-Good,RAM-Good,Internal_RAM-Good",Neu
What is its color?,It's gold in color.,Query_Slot,null,Neu
Oh but I am looking for black color,Gold is very unique color.,Slt_Info,Color-Black,Neg
But black is my favourite color,"Okay, then I will recommend X3 Soul by Allview. This phone is also very much in demand",Feedback,null,Neg
What is its cost?,Price is 300 Euro.,Query_Slot,null,Neu
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,Welcome,Gratitude,null,Pos
231,231,231,231,231
"Hello, I want a good phone as I constantly work on phone","Sure, is ther any other features you want in your phone?","Phn_SelReq,Slt_Info",null,Neu
Battery should lasts long and display size should be big.,"Well, then Blade A2 Plus by ZTE will be perfect for you as it has screen size of 401 pixel and its battery lasts for two days",Slt_Info,"Battery-Good,Display_Size-Big",Neu
What is its cost?,It is 200 Euro,Query_Slot,null,Neu
Oh that's out of my budget,"It is an awesome, very sharp pictures, very good screen clarity, very lightweight and awesome battery life.",Slt_Info,Cost-Less,Neg
I have limited budget,Then you should go for Blade V8 Lite BY ZTE. It has good battery life and large screen size,Feedback,null,Neg
What is its color?,It's available in Black.,Query_Slot,null,Neu
I will take it then,"Sure, I am booking this for you and your reference number is 1212_27",Booking_Req,null,Neu
Thannks a ton. You have been very helpful.,My pleasure,Gratitude,null,Pos
232,232,232,232,232
"Hey, I want to buy a phone",Any specific phone you want?,Phn_SelReq,null,Neu
I want to buy a Oppo phone,A37 by Oppo is a good phone.,Slt_Info,Brand-Oppo,Neu
How is the camera quality?,Front camera is 5 MP and back camera is 8 MP.,Query_Slot,null,Neu
That's very good. What is its display screen size?,It is 294 pixel,Query_Slot,null,Neu
what is its internal RAM?,It's 16 GB,Query_Slot,null,Neu
"oh, I want high storage phone",But this has has expandable memory.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
But still I want higher storage phone,R9s by Oppo also has very good camera.,Feedback,null,Neg
What is its price?,It is 450 Euro.,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
233,233,233,233,233
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I don't have much requirement. Display size should be big,Galaxy Note7 by Samsung display size is big and has good camera too.,Slt_Info,Display_Size-Big,Neu
What is its primary and secondary camera quality?,4 MP-Primary and 64 MP-Secondary are its quality,Query_Slot,null,Neu
What is its ReleasedYear?,it is 2016,Query_Slot,null,Neu
"oh, I want new Released Year phone","It is a phone with a huge, near perfect screen, top-end performance, and great build quality",Slt_Info,Released_Yr-2017,Neg
What is its price?,It is 850 Euro,Query_Slot,null,Neu
I will buy it.,"Great, I am booking it for you.",Booking_Req,null,Neu
Thank you for your time,I am happy to help you,Gratitude,null,Pos
234,234,234,234,234
"Hi, I want to buy a phone","Sure, what are your needs?",Phn_SelReq,null,Neu
I want recent released 2017 phone,Okay you want recent phone. Galaxy A7 (2017) by Samsung is recently been launched,Slt_Info,Released_Yr-2017,Neu
What is its display size?,It is 386 Pixel,Query_Slot,null,Neu
oh that seems less. I want big display size phone.,But the big screen drains the cell faster.It is a very nice phone in a reasonable price.,Slt_Info,Dsplay_Size-Big,Neg
That's not a problem. I don't travel much.,Okay then you buy Galaxy Note7 by Samsungmobile. The best cheaper phone with a large display,Feedback,null,Neu
What is its price?,It is 850 Euro.,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
235,235,235,235,235
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
Camera quality is my primary focus.,Xperia C5 Ultra Dual by Sony is a good phone. It is the best camera phone to capture high quality imgae.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
What is its primary and secondary camera quality?,The phone comes with 13 MP and 13 MP,Query_Slot,null,Neu
What is its ReleasedYear?,it is 2015,Query_Slot,null,Neu
"oh, I want new Released Year phone",This phone is equipped with great camera at reasonable price.,Slt_Info,Released_Yr-2017,Neg
Well I am interested in buying new released phone,Xperia XA1 by Sony is recently been launched and getting very good reviews,Feedback,null,Neg
What is its price?,It is 280 Euro,Query_Slot,null,Neu
I will buy it.,"Great, I am booking it for you.",Booking_Req,null,Neu
Thank you for your time,I am happy to help you,Gratitude,null,Pos
236,236,236,236,236
"Hi, can you please help me in selecting a phone?","Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy a good processor phone with less weight and high battery life,Xperia XA Dual by Sony has 2300 mAH battery capacity to ensure all-day usage,Slt_Info,"Weight_g-Light,Battery-Good",Neu
How much does it cost ?,it will cost 250 Euro.,Query_Slot,null,Neu
Does it uses Android OS?,Yes it works on android operating system,Confirm_Q,OS-And,Neu
I want Mic OS.,This OS is very easy to use and comes with many advanced features,Slt_Info,OS-And,Neg
Okay book this model for me.,"Yes done, I have booked it.",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
237,237,237,237,237
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a 2017 released phone with radio facility,"Sure, Model Redmi Note 4 by Xiaomi would be a good option for you",Slt_Info,"Released_Yr-2017,Radio-Y",Neu
What is its battery?,4100 mAh is its battery.,Query_Slot,null,Neu
What color is it?,It's in gray color.,Query_Slot,null,Neu
What is its weight?,It is 165 gms,Query_Slot,null,Neu
It is too light. I want a heavy weight phone,"It is one of the best battery life smartphones, and also comes with a great display and very powerful processor.",Slt_Info,Weight_g-Heavy,Neg
Heavy weight phone incorporates many good features,"Sure, You can buy Mi Max 2 by Xiaomi",Feedback,null,Neg
What is its price?,It costs 280 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Pos
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
238,238,238,238,238
"Hey, I need phone info.","Yes, Please tell your specifications",Phn_Info,null,Neu
I want a android phone with internal RAM of 64 gb,Yes we have one latest phone Mi 6 by Xiaomi. Youngeters are preferring this over many,Slt_Info,"OS-And,Internal_RAM-64",Neu
is it so ?,"yeah, its online review is amazing and its cost is 400 Euro",Confirm,null,Neu
but it is out of my budget,"It's got the best cameras on a smartphone, good software, solid battery life and a well calibrated OLED panel.",Slt_Info,Cost-Less,Neg
it looks good enough.,"Yup, it is also famous for its gaming app too",Feedback,null,Pos
Ok please complete the booking process.,It's done. Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
239,239,239,239,239
"I need to buy a phone, am i at right place?","Yes, We will asssist you in buying phone. Can you please tell what kind of phone you are looking?",Phn_SelReq,null,Neu
Phone should have good back camera and high battery capacity,"Ok, we have excellent phone for such, Do have any other requirement also?",Slt_info,"P_Camera-Good,Battery-Good",Neu
No thats all.,Axon 7 Max by ZTE is the best camera phones to capture high-quality images,Confirm,null,Neu
what about battery ?,It is powered by 4100 mAH battery,Query_Slot,null,Neu
Oh it is little less I think so,It is good enough to keep you going all day long.,Feedback,null,Neg
what is it's both camera ?,It is eqipped with best camera. It's back camera is dual and 13 MP secondary camera,Query_Slt,null,Neu
Ok can you book it for me?,"Yeah , Booking done, Thanks for buying with us",Booking_Req,null,Neu
Thanks for assistance.,"Welcome , Please visit again.",Gratitude,null,Pos
240,240,240,240,240
I wanna buy a trendy phone,What are your basic needs?,Phn_SelReq,null,Neu
I want a big display size phone and yes radio should also work,Xplay5 by Vivo is a large screen phone with excellent display quality,Slt_Info,"Display_Size-Big,Radio-Y",Neu
what are its specification?,It has 4 GB memory and has a front camera of 8 MP and back camera of 16 MP. Android is its operating system.,Query_Slot,null,Neu
oh but I want 6 GB RAM phone,This phone also offers 128 GB internal storage which is good enough,Slt_Info,RAM-6,Neg
I want 6 gb RAM because I do lot of office work on my phone,Xplay5 Elite by Vivo phone comes with 6 GB RAM and 128 GB internal storage.,Feedback,null,Neg
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,Welcome,Gratitude,null,Pos
241,241,241,241,241
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a light weight Samsung phone.,"Hello, sure we have light weight samsung phone. Is there any features you want in your phone?",Slt_Info,"Brand-Samsung,Weight_g-Light",Neu
"I have budget constraints, it should be under 300 Euro","No problem, Galaxy Grand Prime Plus by Samsung is one of the most affordable light weight phone",Slt_Info,Cost-300-,Neu
What is its display size?,It is 220 pixel,Query_Slot,null,Neu
I want a phone which has big display size?,This large screen is just about perfect to watch the movies and videos,Slt_Info,Display_Size-Big,Neg
But I am not comfortable with small size screen phone,"okay no problem, Galaxy A5 (2016) by Samsung is the best cheaper phone with big display.",Feedback,null,Neg
What is its price?,It is 270 Euro,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it. Your booking reference number is 1212_25",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
242,242,242,242,242
I am in urgent need of a phone,What type of Phone you want?,Phn_SelReq,null,Neu
I want a big Display Size phone with primary camera of at least 13 MP.,"Sure, Z2 by Sharp is one of the most affordable large display mobile.",Slt_Info,"Display_Size-Big,P_Camera-13+",Neu
Sounds good. What is its internal RAM?,It is 32 GB,Query_Slot,null,Pos
Oh i am sorry i didn't mention it before but I want a phone with 64 GB internal RAM,This is being widely used by our customers so I feel it won't be of a problem,Slt_Info,Internal_RAM-64,Neg
Does GPS works on it?,Yes it works.,Query_Slot,nll,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
243,243,243,243,243
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Primary Camera should be excellent and weight should be light,MS1 by Sharp has got excellent camera quality andit is light weight too,Slt_Info,"P_Camera-Good,Weight_g-Light",Neu
How much storage does it offer?,It has 3 GB RAM and 64 GB Internal RAM,Query_Slot,null,Neu
That’s great. How much is the price?,The price is 240 Euro,Query_Slot,null,Pos
"oh, its RAM space seems less.",This has 64 GB internal memory but can be expandable up to 128 GB through SD card.,Feedback,null,Neg
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
244,244,244,244,244
"Hey, I want to gift a phone to my brother","Lovely, Any specific features you are looking for in your phone?",Phn_SelReq,null,Neu
"yes, I want a Oppo mobile with GPS facility",F1 by Oppo is widely used for GPS.,Slt_Info,"Brand-Oppo,GPS-Y",Neu
What is its price?,It's 230 Euro.,Query_Slot,null,Neu
Unfortunately that's too costly for me. Do you have something in less?,"This is an awesome phone with very sharp pictures, very good screen clarity, very lightweight and awesome battery life. This cost justifies all these features",Slt_Info,Cost-Less,Neg
What is its color?,it's white color,Query_Slot,null,Neu
what is its weight?,It is 134 gms,Query_Slot,null,Neu
Sounds good to me. Please book it for me,"Sure, I am booking it for you.",Booking_Req,null,Pos
Thanks for all your time.,My pleasure sir.,Gratitude,null,Pos
245,245,245,245,245
"Good Evening, I am looking for best smartphone","sure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have best Android phone for photography,F3 Plus by Oppo will be a good choice. Its primary camera is 16 MP.,Slt_Info,"OS-And,P_Camera-Good,S_Camera-Good",Neu
What is its color?,It is pink color.,Query_Slot,null,Neu
What is its weight?,It is 185 gms,Query_Slot,null,Neu
That's very heavy. I want light weight phone,But it has many great specifications. Youngsters are preferring this over many,Slt_Info,Weight_g-Light,Neg
I want lighter phone as it is easy to carry,Then A57 by Oppo is a good phone with light weight,Feedback,null,Neg
What is its price?,It is 260 Euro. You will love it.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Neu
thanks a ton,My pleasure,Gratitude,null,Pos
246,246,246,246,246
"Hey, I want to buy a phone.","Sure, any speciifc requirements you have for the phone?",Phn_SelReq,null,Neu
I want a Acer phone with tripel sim,Liquid X2 by Acer is a triple sim phone.,Slt_Info,"Brand-Acer,Sim-T",Neu
what is its camera quality?,it's 13 MP for both front and back.,Query_Slot,null,Neu
What is its color?,It's black in color.,Query_Slot,null,Neu
Oh i don't want black color. I want in blue.,"It is the best cheaper phone with a large display, and it also does a lot of what pricier phone can do for less. This is limited edition phone and is selling like hot cake.Don't leave this phone for color",Slt_Info,Color-Blue,Neg
what is its cost?,its cost is 230 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot,My pleasure,Gratitude,null,Pos
247,247,247,247,247
I am looking for a good phone,"Sure, any specific features you have in your mind?",Phn_SelReq,null,Neu
I want a small display size phone with good battery life,"Sure, Is the all requirement ?",Slt_Info,"Display_Size-Small,Battery-Good",Neu
I want in gold color.,"Great , Shine Lite by Alcatel is a good phone",Slt_Info,Color-Gold,Neu
What is its OS,It's android.,Query_Slot,null,Neu
I don't want android OS phone. I am comfortable with iOS operating phone,Its an user friendly OS where you can easily get new and updated thousands of apps.,Slt_Info,OS-iOS,Neg
What color is it available in your store/?,It's in satin gold only,Query_Slot,null,Neu
"Okay, I will book it","great, I am booking your order",Booking_Req,null,Neu
Thanks a lot.,Welcome My pleasure.,Gratitude,null,Pos
248,248,248,248,248
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I don't have much requirement. I want Asus phone with good primary camera,Zenfone 3 Max ZC553KL by Asus has got excellent camera,Slt_Info,"Brand-Asus,P_Camera-Good",Neu
What is its primary and secondary camera quality?,It is 16 MP-Primary and 8 MP-Secondary camera,Query_Slot,null,Neu
"oh, I take many selfies so I want higher quality secondary phone i.e 13 MP+.",This phone's secondary camera picture quality is very good.,Slt_Info,S_Camera-13+,Neg
True but my friend have suggested to go for phone with 13 MP secondary camera,Zenfone 3 Zoom ZE553KL by Asus has dual primary camera and 13 MP secondary camera.,Feedback,null,Neg
What is its price?,It is $C$ Euro,Query_Slot,null,Neu
I will buy it.,"Great, I am booking it for you.",Booking_Req,null,Neu
Thank you for your time,I am happy to help you,Gratitude,null,Pos
249,249,249,249,249
"Hi, I want to buy a phone","Sure, is there any specific requirements you have?",Phn_SelReq,null,Neu
I want nokia phone and price should be around 250 Euro.,Lumia 630 Dual SIM by Nokia is a sturdy phone,Slt_Info,"Brand-Nokia,Cost-250-",Neu
What is its battery?,It is 1830 mAH,Query_Slot,null,Neu
Oh that seems little less. Can you suggest other phone with better battery life.,It a considerable amount of juice to power its large screen for the full day easily.,Slt_Info,Battery-Good,Neg
Okay but I watch too many videos and also I travel a lot.,Lumia 1320 by Nokia price is only 210 Euro,Feedback,null,Neg
I will buy it,"No problem, i am booking it for you.",Booking_Req,null,Neu
Thanks a lot,You are always welcome.It's my pleasure to serve you.,Gratitude,null,Pos
250,250,250,250,250
"Hello, I am in search of a good phone.",You are at the right place. Any specific phone you need?,Phn_SelReq,null,Neu
"Not much, It should be 2014 released multiSim phone","Sure, many 2014 released mobiles are available at our store. Find 7a by Oppo will be a good phone",Slt_Info,"Sim-M,Released_Yr-2014",Neu
What is its weight?,It is 170 gms,Query_Slot,null,Neu
oh that looks like a heavy mobile. I want a handy mobile which is easy to carry,Find 7a is quite promising mobile and its attractive price can make it a real steal deal.,Slt_Info,Weight_g-Light,Neg
But I want a light weight phone that can fit easily in skinny jeans as well,R3 by Oppo is one choice for you. It was launched in June 2014.,Feedback,null,Neg
What is its cost?,Its cost is 270 Euro,Query_Slot,null,Neu
What is its weight,It is 140 gms. It's a light weight smartphone.,Query_Slot,null,Neu
"Okay, I like this phone. Pack it for me.","Lovely, booking done.",Booking_Req,null,Neu
Thanks a lot for your time,Welcome always.,Gratitude,null,Pos
251,251,251,251,251
"Hi, I want to buy a phone","Yes, please tell your model no or requirements",Phn_SelReq,null,Neu
"Actually, I am not restricted to any particular model but i need to have a phone that has high memory.",Galaxy S8+ by Samsung will be a good choice for you.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neu
What is its memory?,It is 64 GB internal Ram.,Query_Slot,null,Neu
"Superb, What is its cost?",It is 900 Euro,Query_Slot,null,Pos
"Unfortunately, that's too costly for me. Do you have 64 GB internal memory phone with lower price?","Cost is bit high but this phone's camera has features like Digital Zoom, Digital image stabilization, Touch to focus.",Slt_Info,"Internal_RAM-64,Cost-Less",Neg
That is good to know but can't afford it,Galaxy C7 Pro by Samsung also has memory of 64 GB and its price is 420 Euro,Feedback,null,Neg
What is its color?,Gold is its color.,Query_Slot,null,Neu
I will take it.,"Nice, I am booking it for you. Your reference number is 2012-43",Booking_Req,null,Neu
Thanks a ton,My pleasure,Gratitude,null,Pos
252,252,252,252,252
"Hi, I am interested in buying a phone.","Good Evening, any specific feature you want in your phone",Phn_SelReq,null,Neu
"Yes, it should be light weight and big screen",Galaxy S7 by Samsung is a light weight phone with big screen size,Slt_Info,"Weight_g-Light,Display_Size-Big",Neu
What is its color?,Black is its color.,Query_Slot,null,Neu
"Oh my previous phone was black, this time I want it in gold",Specifically for color don't leave this phonebecause it is really good performance wise,Slt_Info,Color-Gold,Neg
What is its price?,its price 500 Euro.,Query_Slot,null,Neu
Lovely it is under my budget. I will buy it.,"Thanks, I am booking it for you.",Booking_Req,null,Pos
Thank you so much,You are most welcome,Gratitude,null,Pos
253,253,253,253,253
"Good Evening, I am in urgent need of a phone.","Good evening, any specific model model are you looking for?",Phn_SelReq,null,Neu
I want good camera vivo phone,Y67 by Vivo is a very good phone. It's very much in demand these days.,Slt_Info,"Brand-Vivo,P_Camera-Good,S_Camera-Good",Neu
