User ,Agent,Intent,Slot,User Sentiment
What colour is it available in your store?,It's color is Silver,Query_Slot,null,Neu
"Okay, I will book this phone.","great, I am booking your order",Booking_Req,null,Neu
Thanks a lot.,My pleasure.,Gratitude,null,Pos
73,73,73,73,73
"Good evening, I am looking for a good phone.","Sure, Any specific model or features you are looking for?",Phn_SelReq,null,Neu
I am looking for a silver colour LG phone.,K8 (2017) by LG is a good option.,Slt_Info,"Brand-LG,Color-Silver",Neu
What is its internal Ram storage?,It is 16 GB RAM.,Query_Slot,null,Neu
I want an LG phone with more internal RAM space.,16 GB RAM is Ideal for professional work and more demanding games.,Slt_Info,Internal_RAM-Good,Neu
But I have faced a storage problem in a 16 GB phone.,LG X venture Pro has 32 GB internal RAM and 2 GB RAM. But it is avilable in Black color,Feedback,null,Neg
"Lovely, what is it's cost?",it is 400 Euro.,Query_Slot,null,Neu
Book it for me.,"Sure, I am booking it for you.",Booking_Req,null,Neu
Thanks dear.,You are welcome.I am happy to help. Do visit us again.,Gratitude,null,Pos
74,74,74,74,74
"Hi, I am looking for a good mobile","Hello, Any specific company tab you have in mind?",Phn_SelReq,null,Neu
"Hey, I am looking for an Acer mobile.","Sure, it is available in our store. Are you sure you want Acer Tab only?",Slt_Info,Brand-Acer,Neu
Iconia Tab A700 by Acer is in demand these days.,"Yes, it is available in Titanium Grey color.",Slt_Info,"Brand-Acer,Model-Iconia Tab A700",Neu
"Oh, Grey is not my color so I want in some other colour.",But Titanium Gray color. is in demand these days.,Slt_Info,Color-Non Grey,Neg
But titanium Gray colour is not my favourite.,Iconia Tab A3 by Acer is available in Black color in our store,Feedback,null,Neg
What is it's price?,It is 190 Euro,Query_Slot,null,Neu
What is it's battery?,It is 7300mAH,Query_Slot,null,Neu
"Fine, I will take it.",I am booking it for you,Booking_Req,null,Neu
Thanks a ton.,Welcome always.My pleasure.,Gratitude,null,Pos
75,75,75,75,75
"Good Evening, I want to buy a cell phone.","Sure, any specific model you are looking for?",Phn_SelReq,null,Neu
I want to buy an oppo phone.,N3 by Oppo is a very good phone.,Slt_Info,Brand-Oppo,Neu
What is it's battery?,Its battery is 3000 mAH.It lasts for for than32 hrs.,Query_Slot,null,Neu
What is it's cost?,It is 550 Euro.,Query_Slot,null,Neu
"Sorry, that's too expensive for me. My budget is a lttle less somewhere around 400 Euro.",Though it is a bit costly but it is a phone with amazing features.,Slt_Info,Cost-400-,Neg
I take your point but I don't have that much budget.,R1S by Oppo's price is 290 Euro.,Feedback,null,Neu
What is it's colour?,Its color is white,Query_Slot,null,Neu
I will take it.,"cool, your booking reference number is 2020_75",Booking_Req,null,Neu
I am very happy today. Thanks a lot.,My pleasure. You are always welcome,Gratitude,null,Pos
76,76,76,76,76
"Good Evening, I am looking for a trending phone.","Ssure, please tell me your model no or requirements",Phn_SelReq,null,Neu
I need to have a phone that has a high memory and good battery life.,Galaxy C9 Pro by Samsung will be a good choice. Its internal RAM is 64 GB.,Slt_Info,"RAM-Good,Internal_RAM-Good,Battery-Good",Neu
What is it's colour?,It is Gold.,Query_Slot,null,Neu
What is it's weight?,It is 189 gms.,Query_Slot,null,Neu
That's a bit on the heavier side. Do you have something in lightweight?,Most of the good phone has weight around this only,Slt_Info,Weight_g-Light,Neg
Yeah but I don't find it comfortable to keep a heavy phone in my pocket,Then K80 by Lenovo will be a perfect choice for you with good memory.,Feedback,null,Neu
What is it's price?,It is 280 Euro. You will love this phone.,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking,null,Neu
Thanks a ton.,My pleasure,Gratitude,null,Pos
77,77,77,77,77
"Hey, I want to buy a phone.","Sure, any speciifc requirements you have for the phone?",Phn_SelReq,null,Neu
I want a latest phone under 350 Euro,V5s by Vivo is a latest phone priced at 280 Euro,Slt_Info,"Released_Yr-Latest,Cost-350-",Neu
what is its camera quality?,it's 13 MP for primary and 20 MP for secondary.,Query_Slot,null,Neu
What is its color?,It's Crown Gold in color.,Query_Slot,null,Neu
I don't like this color. Do you have in some other color?,This is limited edition phone and is selling like hot cake. You should buy this phone only,Slt_Info,Color-Non Crown Gold,Neg
But Crown Gold is not my choice. Show me some other phone,"Sorry, this model we have in Crown Gold only. You can buy nova 2 by Huawei in Aurora Bluecolor",Feedback,null,Neu
what is its cost?,its cost is 330 euro,Query_Slot,null,Neu
"Okay, I will take this phone.","great choice , I am booking it for you.",Booking_Req,null,Neu
You are a very good salesman. Thanks a lot,My pleasure,Gratitude,null,Pos
78,78,78,78,78
I am looking for a good phone,"Sure, any specific features you have in your mind?",Phn_SelReq,null,Neu
I want a grey color phone with radio facility,"Sure, Is the all requirement ?",Slt_Info,"Color-Grey,Radio-Y",Neu
I want a dualsim phone.,"Great , A1 Plus by Gionee is a good phone",Slt_Info,Sim-D,Neu
What is its OS,It's Android.,Query_Slot,null,Neu
Sorry I don't want android phone this time.,Its an user friendly OS where you can easily get new and updated thousands of apps.,Slt_Info,OS-Non And,Neg
My previous was Android. This time I want to try other OS,Liquid Jade Primo by Acer can be a good option but it is not available in grey color,Feedback,null,Neu
What color is it available in your store/?,It is black in color.,Query_Slot,null,Neu
"Okay, I will book black phone","great, I am booking your order.",Booking_Req,null,Neu
Thanks a lot.,My pleasure.,Gratitude,null,Pos
79,79,79,79,79
"Good evening, I am looking for a good phone","Sure, Any specific model or features are you looking for?",Phn_SelReq,null,Neu
I am looking for a Sony mobile,Xperia Z4 Tablet LTE by Sony is a good option.,Slt_Info,Brand-Sony,Neu
What is its price?,It is 500 Euro.,Query_Slot,null,Neu
Sorry I can not buy this Tab that's little expensive for me. Do you have other phone in lower cost around 400?,With additional cost comes extra features so you can give it a try. It's a very good tab.,Slt_Info,Cost-400-,Neg
Yeah but I don't have that much budget. Do you have Sony Tab under 400 Euro,Xperia Z4 Tablet WiFi by Sony will solve your purpose.,Feedback,null,Neu
"Lovely, what is its cost?",it is 400 Euro.,Query_Slot,null,Neu
Book it for me.,"Sure, I will do that right now.",Booking_Req,null,Neu
Thanks dear,You are welcome.I am happy to help. Do visit us again.,Gratitude,null,Pos
80,80,80,80,80
"hi,can you help me in buying a phone ?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
it should have small display size and high battery capacity,3T by OnePlus is one of the best known phone for camera as well as battery,Slt_Info,"Display_Size-Small,Battery-Good",Neu
how much does it cost ?,it cost 440 Euro,Query_Slot,null,Neu
what is it's color ?,The color of Oppo AA is Gunmetal,Query_Slot,null,Neu
"oh , is it possible in Gold?",Sir this model has strong features but available in Gunmetal only.,Slt_Info,Color-Gold,Neg
but I like Gold,Then you can take Galaxy C7 Pro by Samsung,Feedback,null,Neg
what is it's cost ?,it's 420 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done.,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
81,81,81,81,81
"hi, I want to buy a new phone","hello, what kind of phone do you want?",Phn_SelReq,null,Neu
It should have OS android and dual sim features,Galaxy J7 Max by Samsung is one of the best phone suited to your need.,Slt_Info,"OS-And,Sim-D",Neu
what is its cost?,Its cost is 250 Euro.,Query_Slot,null,Neu
what color is it?,The color of the phone is black,Query_Slot,null,Neu
"Oh, is it possible to get in Pearl White color?",This model is available in black only. Black is prefered by most of the customers,Slt_Info,Color-Pearl White,Neg
but I would prefer in Pearl White,You can go for Galaxy A9 (2016) by Samsung,Feedback,null,Neg
what's the price?,it costs 460 Euro,Query_Slot,null,Neu
"Okay, I will book this model","Sure, I am booking it for you",Booking_Req,null,Neu
Thanks a lot,Welcome and do visit us again,Gratitude,null,Pos
82,82,82,82,82
"Hey, I am looking for a good phone","Hi, What sort of phone are you looking for?",Phn_SelReq,null,Neu
It should be gps phone with good memory and secondary high camera quality,X9 by Sony suits your requirements,Slt_Info,"GPS-Y,RAM-Good,Internal_RAM-Good,S_Camera-Good",Neu
What is the price?,It is of 460 Euro,Query_Slot,null,Neu
Does it has DualSim?,"Yes , this phone has dual sim.",Query_Slot,null,Neu
Is it new released phone?,It's release year is 2016,Query_Slot,null,Neu
Oh I don't want old phone. I want recent released phone,This phone is still very much in demand because of its performance,Slt_Info,Released_Yr-Recent,Neg
I understand but I want a recent released phone,"Okay, then Model V5 Plus by Vivo is a good option",Feedback,null,Neg
What is the cost?,It's 450 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
83,83,83,83,83
"Hey, can you help me in buying a new phone?","hello, what type of phone you want to purchase?",Phn_SelReq,null,Neu
I want to buy a phone under 300 Euro with good memory backup.,V5s by Vivo meets your requirements.,Slt_Info,"Cost-300-,RAM-Good,Internal_RAM-Good",Neu
Does it has good camera ?,"Yes , picture quality is very good of this phone. It is 13 for primary and 20 for secondary camera",Query_Slot,null,Neu
I hope it has DualSim feature in it.,"Yes, DualSim feauture is there on this phone.",Confirm_Q,Sim-D,Neu
what is its Display Size ?,it's of 401 Pixel,Query_Slot,null,Neu
Oh that's big. I want small display size phone.,It has clear screen and big screen is very good for video watching,Slt_Info,Display_Size-Small,Neg
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
84,84,84,84,84
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a phone with good camera quality and less weight,"Sure,A57 by Oppo would be a good option for you",Slt_Info,"P_Camera-Good,S_Camera-Good,weight_g-Less",Neu
What is its battery?,2900mAH is its battery. Your phone will last for long.,Query_Slot,null,Neu
What color is it?,It's in gold color.,Query_Slot,null,Neu
what is its released year?,It came in 2016,Query_Slot,null,Neu
What is its price?,It costs 260 Euro,Query_Slot,null,Neu
It is too costly for me. Do you have something in less?,This phone is very good. Don't leave it for price.,Slt_Info,Cost-Less,Neg
I have budget constraints,No problem then you can buy Honor Holly 3 by Huawei,Feedback,null,Neg
What is its price?,It costs 140 Euro,Query_Slot,null,Neu
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
85,85,85,85,85
"I need to buy a phone, am i at right place?","Yes, We will asssist you in buying phone. Can you please tell what kind of phone you are looking?",Phn_SelReq,null,Neu
A Phone which is good for selfie and high battery capacity,"Ok, we have excellent phone meeting your requirements. Do have any other requirement also?",Slt_info,"S_Camera-Good,Battery-Good",Neu
No thats all.,You can buy 3T by Oneplus which has 16MP secondary camera,Confirm,null,Neu
what about primary camera ?,It is also 16 MP.,Query_Slot,null,Neu
Oh much lesssss! I want atleast 20 MP,It's Quality is very good and clear.,Feedback,P_Camera-20+,Neg
still i need high camera phone,Then you should try Xperia Z2a by Sony,Slt_Info,null,Neg
what is its both camera ?,It's back camera is 20.7 & front camera is VGA,Query_Slt,null,Neu
It sounds great.,Yes it is one of the best phone for camera.,Feedback,null,Pos
Ok can you book it for me?,"Yeah , Booking done, Thanks for buying with us",Booking_Req,null,Neu
Thanks for assistance.,"Welcome , Please visit again.",Gratitude,null,Pos
86,86,86,86,86
I want a technologically advanced mobile phone,"Good Evening, we have many variety. Any specific model you are looking for?",Phn_SelReq,null,Neu
I want Oppo phone.,what is your budget? Do you have any other requirements?,Slt_Info,Brand-Oppo,Neu
It should be under 350 Euro,A37 by Oppo will fit your budget. It is 220 Euro,Slt_Info,Cost-350-,Neu
What is its storage,It is 16 GB internal RAM,Query_Slot,null,Neu
oh that is less and it will not fulfill my need. I need a phone with more space at least 32 GB,This phone has memory card slot. It will increase your storage,Slt_Info,Internal_RAM-32+,Neg
Not good for me.,M6s Plus by Gionee is a good phone,Feedback,null,Neu
What is its price?,It is 460 Euro.,Query_Slot,null,Neu
I will take it,"nice, I am booking it for you.",Booking_Req,null,Neu
Thanks a lot for your help,My pleasure.,Gratitude,null,Pos
87,87,87,87,87
"Hey, I need phone info.","Yes, Please tell your specifications",Phn_Info,null,Neu
Phone should have more memory and less weight,Is the all requirement ?,Slt_Info,"Internal_RAM-Good,Weight_G-Light",Neu
"Yes, Color should be Blue or Gold",These are some matching phone with your specification : X9 Plus by Vivo is in Gold with internal RAM memory of 64GB and weight of 199 gm,Slt_Info,Color-Blue||Gold,Neu
What is its battery capacity,They have battery capacity of 4000 mAH,Query_Slot,null,Neu
but I need 8000mAH minimum,For 8000 mAH you will have to buy Tablet.4000 mAH battery will last for at lease 2 days.,Slt_Info,Battery-8000+,Neg
Okay then I will buy X9 Plus by Vivo,Okay I am booking it for you.,Booking_Req,null,Neu
"OK,Thanks for information.",You are most welcome,Gratitude,null,Pos
88,88,88,88,88
"Good Evening, I am in urgent need of a phone.","Good evening, any specific model are you looking for?",Phn_SelReq,null,Neu
I don't have any specific mobile in my mind. You suggest me a good phone with internal ram of at least 32 GB,Nova 2 plus by Huawei is a very good phone. It's very much in demand these days.,Slt_Info,Internal_RAM-32+,Neu
What is its memory?,It is 128 GB internal RAM.,Query_Slot,null,Neu
What is its price?,It is 380 Euro,Query_Slot,null,Neu
oh that's a bit on expensive side.My budget is less around 300 Euro. Can you suggest in less price?,With great price comes many features.You will not regret a penny for this phone.,Slt_Info,Cost-300-,Neg
But my budget is limited.,Y67 by vivo is a very good phone. At less price company has tried to incorporate many features. Its price is 270 Euro,Feedback,null,Neg
What is its color?,Its color is also unique. It is Gold.,Query_Slot,null,Neu
"Lovely, I will buy it.","Great choice , I am booking it for you.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
89,89,89,89,89
"Hello, I want a good phone.","Good morning, what type of phone you want?",Phn_SelReq,null,Neu
I want to buy a Motorola phone.,"Sure, Moto Maxx by Motorola is getting very good response.",Slt_Info,Brand-Motorola,Neu
What is its price?,It is 300 Euro.,Query_Slot,null,Neu
"Sorry I can't buy this , It is very costly. Do you have phone under 150 Euro?",Price of this phone has decreased because of it many customers are buying it.Earlier it was costlier,Slt_Info,Cost-150-,Neg
But I can't go beyond 150 Euro,Moto E4 (USA) by Motorola is 130 Euro.,Feedback,null,Neg
What is its color?,Licorice Black is its color.,Query_Slot,null,Neu
What is its internal RAM,It is 16 GB.,Query_Slot,null,Neu
I will take it .,I am booking it for you.,Booking_Req,null,Neu
Thanks a lot.,My pleasure,Gratitude,null,Pos
90,90,90,90,90
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Camera should be excellent and it should be in gold color,Have a look at A57 by Oppo,Slt_Info,"P_Camera-Good,S_Camera-Good,Color-Gold",Neu
How much storage does it offer?,It has 3 GB RAMand 32 GB internal RAM,Query_Slot,null,Neu
"oh,it seems less to me.Can you suggest a phone with 64GB internal RAM",34GB itself is an impressive amount of RAM. 64 won't be of much use,Slt_Info,Internal_RAM-64,Neg
How much is it for?,It’s for 260Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed.,Booking_Req,null,Neu
Thanks for help,Welcome,Gratitude,null,Pos
91,91,91,91,91
"hi, i am in need of a new phone","hello, what kind of phone you want?",Phn_SelReq,null,Neu
I want gps operated phone with more space,"Sure, Galaxy C9 Pro by Samsung is a good phone. It has 64 GB internal RAM",Slt_Info,"GPS-Y,RAM-Good,Internal_RAM-Good",Neu
What is its Display_Size?,It is 367 Pixel,Query_Slot,null,Neu
oh that seems less.Do you have higher display size?,This size is good enough to watch videos and movies,Slt_Info,Display_Size-Big,Neg
what is its battery?,It is 4000 mAH,Query_Slot,null,Neu
What is its color?,It is Gold in color.,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed.,Booking_Req,null,Neu
Thanks for help,You are most welcome,Gratitude,null,Pos
92,92,92,92,92
"Hi, I want a phone.","Sure,which brand mobile you want?",Phn_SelReq,null,Neu
I want to buy a Vivo phone,X5Max Platinum Edition by Vivo is a good phone to use.,Slt_Info,Brand-Vivo,Neu
What is its camera quality?,It is 13 MP Primary and 5 MP Secondary.,Query_Slot,null,Neu
"But, I want 12 megapixel for Secondary Camera as well 5 MP seems very less",The 5megapixel rear-facing camera takes good selfie.,Slt_Info,S_Camera-12+,Neg
Still I would go for higher MP phone,"Okay, in vivo we don't have higher MP phone but in MS1 by Sharp we have 13 MP secondary camera",Feedback,null,Neg
"Cool, what is its memory?",It is 4 GB RAM and 32 GB internal RAM.,Query_Slot,null,Neu
What is its cost?,Its cost is 240 EURO,Query_Slot,null,Neu
"Cool, I will purchase it.","Great choice, I am booking your order.",Booking_Req,null,Pos
Thanks a lot,My pleasure,Gratitude,null,Pos
93,93,93,93,93
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
Camera should be excellent,Model Xperia XA1 Ultra by Sony has very good camera.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
How much storage does it offer?,It has 32 GB Internal RAM and 4 GB RAM,Query_Slot,null,Neu
And how about the Camera?,The camera Quality is 23MP for primary and 16 for Secondary,Query_Slot,null,Neu
"Oh, that’s great. How much is the price?",The price is 380 Euro,Query_Slot,null,Neu
What other phones do you have if I want more storage?,32 GB Internal RAM and 4 GB RAM is more than enough to solve your purpose. You won't require much space.,Slt_Info,"RAM-Good,Internal_RAM-Good",Neu
Still 32 GB seems too less as I watch lot of movies after downloading them in my phone so need more space.,Xperia XZ Premium by Sony is one other good option,Feedback,null,Neg
How much storage does it offer?,It has got the storage of 4 GB RAM and 64 GB internal RAM,Query_Slot,null,Neu
How much is it for?,It’s for 750 Euro,Query_Slot,null,Neu
"Okay, can you pack this phone?",Ok booking confirmed,Booking_Req,null,Neu
Thanks for help,Welcome anytime,Gratitude,null,Pos
94,94,94,94,94
"hi,can you help me in buying a phone ?","Hey, sure , what kind of phone do you need?",Phn_SelReq,null,Neu
it should have good primary camera and battery capacity,Xperia XZ Premium by Sony is one of the best phone for camera as well as battery,Slt_Info,"P_Camera-Good,Battery-Good",Neu
how much does it cost ?,it cost 750 Euro,Query_Slot,null,Neu
what is it's color ?,The color is Luminous Chrome,Query_Slot,null,Neu
"oh , is it possible in black?",This model has strong features but available in gold only.,Slt_Info,Color-Black,Neg
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks for help,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
95,95,95,95,95
"Hi, can you please help me in selecting a phone?","Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
It should have big display and high memory.,"Ok , Do you have any other requirements ?",Slt_Info,"Displa_Size-Big,RAM-Good,Internal_RAM-Good",Neu
"No, That's all.",You can buy Galaxy S8 by Samsung which has internal RAM of 64 GB and display size of 570 pixel.,Confirm,null,Neu
what about it's RAM?,It's RAM size is 4 GB.,Query_Slot,null,Neu
Only 4 GB RAM ?,"Yes, it is of 4GB RAM",Confirm_Q,null,Neu
It is very low.,But it has 64 GB internal Memory too.,Feedback,null,Neg
I need phone with 6GB RAM,for this Xplay5 Elite by Vivo will be the best choice.,Slt_Info,RAM-6,Neg
How much it cost ?,It is of 610 EURO.,Query_Slot,null,Neu
Ok book it for me.,Successful,Booking_Req,null,Neu
Thank you,It's our pleasure. Most Welcome,Gratitude,null,Pos
96,96,96,96,96
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a Gold color dualsim phone for my son.,"Hello, sure we have GOLD color phone. Is there any features you want in your phone?",Slt_Info,"Color-Gold,Sim-D",Neu
"I have budget constraints, it should be under 500 Euro","No problem, Z10 by Lava is a good phone in the market meeting all your requirements.",Slt_Info,Cost-500-,Neu
What is its storage?,It is 2 GB RAM and 16 GB internal RAM,Query_Slot,null,Neu
"Oh, that is too less, I want a phone of 3 GB RAM and 32 GB internal RAM",But this phone is performing very well.,Slt_Info,"RAM-3,Internal_RAM-32",Neg
But still I would opt for higher ram,Model A59 by Oppo is getting good response from people.,Feedback,null,Neg
What is its price?,It is 290 Euro,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
97,97,97,97,97
"Hi, I want to buy a phone for my daughter","Hello, Sure we have many phones. Do you have any specific requirements?",Phn_SelReq,null,Neu
"Yes, mobile should have good battery and internal storage.",Galaxy Tab Pro 12.2 3G by Samsung has very good battery life of 7000mAH and RAM of 3 GB.,Slt_Info,"Battery-Good, Internal_RAM-Good",Neu
What is its color?,It's black in color.,Query_Slot,null,Neu
Oh but I am looking for white color,Black is easy to maintain,Slt_Info,Color-White,Neg
But White is my favourite color,"Okay, then I will recommend Galaxy Tab Pro 10.1 LTE by Samsung. This tab is very much in demand",Feedback,null,Neg
What is its cost?,Price is 280 Euro.,Query_Slot,null,Neu
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,Welcome,Gratitude,null,Pos
98,98,98,98,98
"Hello, I am looking for a good phone","Sure, is ther any other features you want in your phone?",Phn_SelReq,null,Neu
"Yes, battery should lasts long as I have a field job","Well, then Xperia XZ Premium by Sony will be perfect for you as it has screen size of 807 pixel and its battery lasts for two days",Slt_Info,Battery-Good,Neu
What is its cost?,It is 750,Query_Slot,null,Neu
Oh that's out of my budget,With addtional costs com great features and this phone has that,Slt_Info,Cost-Less,Neg
Yes I understand your point but still I don't have that much money to spend on,Then you should go for Galaxy S6 edge by Samsung. It has good battery life and large screen size,Feedback,null,Neg
What is its color?,It's available in Black Sapphire,Query_Slot,null,Neu
I will take it then,"Sure, I am booking this for you and your reference number is 1212_27",Booking_Req,null,Neu
Thannks a ton. You have been very helpful.,My pleasure,Gratitude,null,Pos
99,99,99,99,99
"Hey, I want to buy a phone",Any specific phone you want?,Phn_SelReq,null,Neu
I want to buy Galaxy Note7 by Samsung,"Sure, sorry this phone is out of stock in our store. But We have Galaxy C7 Pro by Samsung. It is also a very good phone. It has very good camera.",Slt_Info,"Brand-Samsung,Model-Galaxy Note7",Neu
How is the camera quality?,Front camera is 13 MP and back camera is 13 MP.,Query_Slot,null,Neu
That's very good. What is its display screen size?,It is 294 pixel,Query_Slot,null,Neu
what is its internal RAM?,It's 64GB,Query_Slot,null,Neu
"oh, I want high storage phone at lease 128 GB",You can use expandable memory card for the same,Slt_Info,"RAM-Good,Internal_RAM-Good",Neg
What is its price?,It is 420 Euro.,Query_Slot,null,Neu
"Perfect, I will take it. Kindly gift wrap it.","Sure, I will gift wrap it.",Booking_Req,null,Pos
Thanks a ton,My pleasure.,Gratitude,null,Pos
100,100,100,100,100
"Hello, I am in urgent need of a good phone.","Sure, you are at right place. What kind of phone are you looking for?",Phn_SelReq,null,Neu
I don't have much requirement. Camera quality is my primary focus.,Xperia XZ by Sony is a good phone.,Slt_Info,"P_Camera-Good,S_Camera-Good",Neu
What is its primary and secondary camera quality?,19 MP-Primary and 13 MP-Secondary,Query_Slot,null,Neu
What is its ReleasedYear?,it is 2017,Query_Slot,null,Neu
"oh, I want 2016 Released Year phone",This is our customer's favourite phone. It is still very popular in market today.,Slt_Info,Released_Yr-2016,Neg
But I am interested in buying old phone as I will get it at less cost,Xperia XA Ultra by Sony has 21.5 primary camera and 16 secondary camera.,Feedback,null,Neg
What is its price?,It is 300 Euro,Query_Slot,null,Neu
I will buy it.,"Great, I am booking it for you.",Booking_Req,null,Neu
Thank you for your time,I am happy to help you,Gratitude,null,Pos
101,101,101,101,101
Hello. I want a good phone,"Yeah Sure, can i know what kind of phone you need?",Phn_SelReq,null,Neu
I want to buy phone with at least 15MP primary camera,Liquid Jade Primo by Acer is very good for camera .,Slt_Info,P_Camera-15+,Neu
How much does it cost ?,it will cost 220 Euro.,Query_Slot,null,Neu
Does it uses Android OS?,"No, it works on its own operating system that is Mic",Confirm_Q,OS-And,Neu
I want in Android OS only.,It has many advanced features in its operating system,Slt_Info,OS-And,Neu
I am sorry I am not comfortable in Mic OS phone,Then I would recommend Xperia XA Ultra by Sony,Feedback,null,Neg
Okay book this model for me.,"Yes done, I have booked it.",Booking_Req,null,Neu
Thanks for helping me.,Welcome and thank you so much for shopping with us.,Gratitude,null,Pos
102,102,102,102,102
"Hello, I want to buy a new phone.","hello, what phone are you looking for?",Phn_SelReq,null,Neu
I want to buy a 2017 released phone with radio facility,"Sure, Xperia L1 by Sony would be a good option for you",Slt_Info,"Released_Yr-2017,Radio-Y",Neu
What is its battery?,2620mAh is its battery.,Query_Slot,null,Neu
What color is it?,It's in Black color.,Query_Slot,null,Neu
What is its price?,It costs 200 Euro,Query_Slot,null,Neu
It is too costly for me. Do you have something in less?,This is quite less compared to other phone in the market,Slt_Info,Cost-Less,Neg
ok can you book it for me,Yes done,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
103,103,103,103,103
"Hey, I need phone info.","Yes, Please tell your specifications",Phn_Info,null,Neu
I want a DualSim Android phone,Yes we have one latest phone MS1 by Sharp. Youngeters are preferring this over many,Slt_Info,"Sim-D,OS-And",Neu
What is its price?,It costs 240 Euro,Query_Slot,null,Neu
but it is out of my budget,You will not regret with the great features it come,Slt_Info,Cost-Less,Neg
it looks good enough.,"Yup, it is also famous for its gaming app.",Feedback,null,Pos
Ok please complete the booking process.,It's done. Thank for buying.,Booking_Req,null,Neu
Thanks a lot for your time,Welcome and thank you so much for choosing us,Gratitude,null,Pos
104,104,104,104,104
"I need to buy a phone, am i at right place?","Yes, We will asssist you in buying phone. Can you please tell what kind of phone you are looking?",Phn_SelReq,null,Neu
Phone which is good for selfie and high battery capacity,"Ok, we have excellent phone for such, Do have any other requirement also?",Slt_info,"S_Camera-Good,Battery-Good",Neu
No thats all.,You can buy F1 Plus by Oppo which has 16 MP secondary camera,Confirm,null,Neu
what about battery ?,It is 2850 mAH,Query_Slot,null,Neu
Oh much lesssss!,It's battery life is very good .,Feedback,null,Neg
Could it be 3000mAH or so ?,Then you should try Galaxy A5 (2017) by Samsung,Slt_Info,Battery-3000+,Neg
what is it's both camera ?,It's back camera is 16 MP for both front and back camera,Query_Slt,null,Neu
It sounds great.,Yes it is one of the best phone for camera.,Feedback,null,Pos
Ok can you book it for me?,"Yeah , Booking done, Thanks for buying with us",Booking_Req,null,Neu
Thanks for assistance.,"Welcome , Please visit again.",Gratitude,null,Pos
105,105,105,105,105
I wanna buy a phone which fulfills all my requirements.,What are your basic needs?,Phn_SelReq,null,Neu
I want to buy a trending latest phone,Xperia XA1 Ultra by Sony is a good phone,Slt_Info,Released_Yr-Latest,Neu
what are its specification?,It has 4 GB memory and has a front camera of 23MP and back camera of 16MP. It has Android as its operating system.,Query_Slot,null,Neu
oh but I want 6 GB RAM phone,The optimal RAM needed for Android phone is 4GB and it has that,Slt_Info,RAM-6,Neg
But I do multitasking in my phone for which I would need 6 GB RAM Phone,3T by OnePlus is a very good phone,Feedback,null,Neg
it looks good.,Also it has a battery capacity of 3400mAH. And it costs only 440 Euro.,Feedback,null,Pos
Ok book this one for me,"Yeah Sure, Completing the booking process . Its done.",Booking_Req,null,Neu
Thanks for helping me.,Welcome,Gratitude,null,Pos
106,106,106,106,106
"Hello , can you help me in selecting a phone ?",Sure. Can i know what are your requirements?,Phn_SelReq,null,Neu
I want to buy a white color dualsim phone for my son.,"Hello, sure we have blue color phone. Is there any features you want in your phone?",Slt_Info,"Color-White,Sim-D",Neu
"I have budget constraints, it should be under 400 Euro","No problem, nubia Prague S by ZTE is a good phone in the market meeting all your requirements.",Slt_Info,Cost-400-,Neg
What is its display size?,It is 424 pixel,Query_Slot,null,Neu
"oh, I want a phone which has less display size",A larger screen provides many benefits. It makes viewing movies and playing games more enjoyable,Slt_Info,Display_Size-Small,Neg
But I am not comfortable carrying big phone,"okay no problem, G2 Lite by LG is a good phone too",Feedback,null,Neg
What is its price?,It is 100 Euro,Query_Slot,null,Neu
